FSCS Key,Library Name,Locale,Service Area Population,Hours/Year,Physical Visits,Reference Transactions,Registered Users,Inter-library Loans to Other Library,Inter-library Loans from Other Library
AL0192,AUTAUGA - PRATTVILLE PUBLIC LIBRARY,Rural,"56,145","5,148","62,905","18,429","32,024",92,4
AL0193,FAYETTE COUNTY MEMORIAL LIBRARY,Town,"16,241","2,213","15,402","5,661","5,769",0,11
AL0194,PHENIX CITY - RUSSELL COUNTY PUBLIC LIBRARY,Suburban,"58,237","2,080","33,451","24,355","52,258",190,34
AL0195,SELMA - DALLAS COUNTY PUBLIC LIBRARY,Town,"36,098","2,340","92,060","40,455","39,978",0,10
AL0196,TUSCALOOSA PUBLIC LIBRARY,City,"210,758","6,331","503,907","33,241","60,238",39,142
AL0197,WILCOX COUNTY LIBRARY,Rural,"10,206","3,157","2,088","1,701","6,112",0,0
AL0198,MONROE COUNTY PUBLIC LIBRARY,Town,"20,459","2,340","9,891","3,900","9,471",0,0
AL0199,CULLMAN COUNTY PUBLIC LIBRARY,Town,"84,515","7,421","220,124","3,609","29,974",33,30
AL0200,VALLEY - H. GRADY BRADSHAW / CHAMBERS COUNTY LIBRARY,Town,"32,865","3,478","30,546","17,836","35,098",0,10
AL0203,HOKES BLUFF PUBLIC LIBRARY,Suburban,"4,240","2,400","11,016","3,321","7,021",0,0
AL0204,RAGLAND PUBLIC LIBRARY,Rural,"8,475","1,060","1,666",483,"2,081",0,0
AL0206,HAYNEVILLE - LOWNDES COUNTY PUBLIC LIBRARY,Rural,"5,126","1,456","5,870","3,899","1,955",0,0
AL0208,IDER PUBLIC LIBRARY,Rural,737,"1,063","3,797","2,002","2,159",5,0
AL0209,EUFAULA CARNEGIE LIBRARY,Town,"13,724","2,673","31,074","6,371","8,903",0,40
AL0210,GRANT PUBLIC LIBRARY,Rural,902,"1,500","3,150",334,"1,604",0,0
AL0211,DALEVILLE PUBLIC LIBRARY,Town,"7,627","2,050","16,707","2,564","4,182",41,0
AL0216,COURTLAND PUBLIC LIBRARY,Rural,"1,203","1,148","1,095",156,"1,427",0,0
AL0217,EVA PUBLIC LIBRARY,Rural,943,864,"4,611",620,"2,734",0,0
AL0218,CROSSVILLE PUBLIC LIBRARY,Rural,"1,847","2,051","3,315","1,620","2,352",0,0
AL0219,WALNUT GROVE - WESTSIDE PUBLIC LIBRARY,Rural,692,"1,283",764,"1,025","1,454",0,0
AL0222,ORANGE BEACH PUBLIC LIBRARY,Suburban,"6,343","2,619","153,368","5,433","10,518",36,13
AL0223,SATSUMA PUBLIC LIBRARY,Suburban,"6,206","2,105","26,700","9,300","8,325",0,0
AL0225,FALKVILLE PUBLIC LIBRARY,Rural,"1,701","1,872","3,166",161,"1,278",0,0
AL0226,SPRINGVILLE PUBLIC LIBRARY,Town,"11,142","2,072","18,837","1,375","7,946",0,0
AL0227,BRIDGEPORT - LENA CAGLE PUBLIC LIBRARY,Town,"5,473","1,050","2,414","1,328","1,903",0,0
AL0229,WEST BLOCTON PUBLIC LIBRARY,Rural,"1,228","1,080","1,230",32,"2,168",0,0
AL0231,CARBON HILL CITY LIBRARY,Rural,"1,885",832,878,"1,914",525,0,0
AL0238,OHATCHEE PUBLIC LIBRARY,Rural,"1,148","1,880","2,154",310,873,0,4
AL0239,SOMERVILLE PUBLIC LIBRARY,Rural,"1,227","1,700","3,015",100,"3,072",0,0
AL0240,CHELSEA PUBLIC LIBRARY,Suburban,"14,608","2,782","25,685","9,695","5,489","11,632","3,910"
AL0241,DUTTON PUBLIC LIBRARY,Rural,"3,509","1,248","1,451","1,822",291,0,0
AL0242,FORT DEPOSIT PUBLIC LIBRARY,Rural,"2,462",832,100,6,305,0,0
AL0243,SUMMERDALE - MARJORIE YOUNCE SNOOK PUBLIC LIBRARY,Rural,"1,792","2,399","11,010","1,000","1,290","2,670","1,135"
AL0244,CLAY PUBLIC LIBRARY,Rural,"10,042","2,563","18,312","5,455","1,861",812,"10,075"
AL0245,ECLECTIC PUBLIC LIBRARY,Rural,"1,008",807,940,247,"2,359",0,0
AL0246,HOBSON CITY PUBLIC LIBRARY,Suburban,749,"1,560","1,236",397,697,0,0
AL0247,MUNFORD PUBLIC LIBRARY,Rural,"1,345","1,901","4,506",477,"1,723",0,0
AL0248,SOUTHSIDE PUBLIC LIBRARY,Suburban,"9,046","1,680","4,301",250,"2,776",0,0
AL0249,STEELE PUBLIC LIBRARY,Rural,"7,850","1,560",698,12,685,4,2
AL0250,PINSON PUBLIC LIBRARY,Suburban,"7,060","2,756","32,047","2,403","3,993","5,156","7,379"
AL0251,GLENCOE PUBLIC LIBRARY,Suburban,"5,080","1,224","1,423",22,"2,154",0,0
AL0252,MAGNOLIA SPRINGS PUBLIC LIBRARY,Rural,831,755,"4,000",700,651,12,12
AL0253,TOWN CREEK PUBLIC LIBRARY,Rural,"1,046","1,300","9,876","1,074","2,050",0,0
AL0254,JEFFERSON COUNTY LIBRARY COOPERATIVE,City,"96,526",0,0,"1,500","19,433",0,0
AL0256,PICKENS COUNTY COOPERATIVE LIBRARY,Rural,"13,487","1,384",219,62,13,39,0
AL0257,R.L. HADDEN MEMORIAL LIBRARY,Rural,"2,367","1,980","4,947",982,"2,113",0,8
AL8004,MT. VERNON PUBLIC LIBRARY,Rural,"1,504","2,080",300,300,49,0,0
AL8007,LINDA DURAN PUBLIC LIBRARY,Rural,"5,320","1,380","3,798",20,"1,218",0,0
AL8008,SARDIS CITY PUBLIC LIBRARY,Rural,"1,776","1,262","1,100",25,"4,052",0,0
AL8009,WOODSTOCK COMMUNITY LIBRARY,Rural,"2,628","1,664","7,000",125,"3,891",0,0
AL8010,NEWBERN PUBLIC LIBRARY,Rural,832,832,600,75,420,0,0
AL8011,SPANISH FORT PUBLIC LIBRARY,Suburban,"9,460","3,172","37,681","5,416","5,800",36,4
AL8012,ELBERTA PUBLIC LIBRARY,Rural,"1,753","1,248","2,700",0,538,"2,106",340
AL8013,CENTER POINT PUBLIC LIBRARY,Suburban,"15,815","2,340","5,801","1,076","3,718","4,286",842
AR0001,CENTRAL ARKANSAS LIBRARY SYSTEM,City,"336,463","37,913","1,055,138","169,173","198,377","29,811","7,570"
AR0002,WASHINGTON COUNTY LIBRARY SYSTEM,City,"151,597","17,228","269,308","49,100","72,231","1,307","1,725"
AR0003,MARION COUNTY LIBRARY,Rural,"16,694","2,300","14,985","22,380","2,789",0,0
AR0004,SOUTHWEST ARKANSAS REGIONAL LIBRARY,Town,"18,970","5,511","20,215","2,396","2,518",0,0
AR0005,MID ARKANSAS REGIONAL LIBRARY SYSTEM,Town,"189,438","16,450","259,774","37,402","156,371",338,735
AR0006,GARLAND COUNTY LIBRARY,City,"99,386","3,010","214,967","9,820","59,247","1,788",566
AR0007,WHITE RIVER REGIONAL LIBRARY,Rural,"80,973","21,621","92,404",192,"55,424",0,111
AR0008,PINE BLUFF/JEFFERSON COUNTY LIBRARY SYSTEM,City,"66,824","11,442","70,406","8,677","22,088",0,0
AR0009,CROWLEY RIDGE REGIONAL LIBRARY,City,"133,860","14,603","197,112","14,559","47,809",23,71
AR0010,COLUMBIA COUNTY LIBRARY,Town,"23,457","2,737","21,337",343,"9,882",0,0
AR0011,FORT SMITH PUBLIC LIBRARY,City,"87,891","9,299","160,407","152,820","107,957","2,013",830
AR0012,ARKANSAS RIVER VALLEY REGIONAL LIBRARY,Town,"87,100","14,605","88,326","86,291","5,825",465,111
AR0013,NORTHEAST ARKANSAS REGIONAL LIBRARY,Town,"75,834","11,329","86,273","5,334","29,257",27,40
AR0014,SOUTHEAST ARKANSAS REGIONAL LIBRARY,Town,"63,485","16,248","90,190","32,986","21,383",0,0
AR0015,PHILLIPS LEE MONROE REGIONAL LIBRARY SYSTEM,Town,"33,340","8,800","4,350","1,205","28,766",0,0
AR0016,NORTH LITTLE ROCK PUBLIC LIBRARY SYSTEM,City,"65,903","4,628","201,416","155,533","48,439",0,0
AR0017,FAULKNER-VAN BUREN REGIONAL LIBRARY SYSTEM,City,"142,552","16,084","311,658","59,333","69,708",8,847
AR0019,WHITE COUNTY REGIONAL LIBRARY SYSTEM,Town,"78,753","13,769","151,919","27,780","30,655",898,"1,807"
AR0020,BARTON LIBRARY,Town,"38,682","7,805","44,172","5,025","18,068",1,0
AR0021,POPE COUNTY LIBRARY SYSTEM,Town,"64,072",,"102,356","9,322","28,708",787,561
AR0021,POPE COUNTY LIBRARY SYSTEM,Town,"64,072",-1,,,,,
AR0023,SCOTT SEBASTIAN REGIONAL LIBRARY,Town,"50,217","5,237","29,381","8,517","5,389",8,171
AR0024,EAST CENTRAL ARKANSAS REGIONAL LIBRARY SYSTEM,Town,"22,739",,"20,669",574,"9,727",8,4
AR0024,EAST CENTRAL ARKANSAS REGIONAL LIBRARY SYSTEM,Town,"22,739",-1,,,,,
AR0025,WEST MEMPHIS PUBLIC LIBRARY,Suburban,"24,402","2,232","12,814","13,146","19,490",0,0
AR0026,ASHLEY COUNTY LIBRARY,Town,"20,492",,"16,703",477,"5,787",3,3
AR0026,ASHLEY COUNTY LIBRARY,Town,"20,492",-1,,,,,
AR0027,W.A. BILLINGSLEY/JACKSON COUNTY LIBRARY,Town,"16,719","3,014","12,282","2,734","4,854",1,11
AR0028,TEXARKANA PUBLIC LIBRARY,City,"68,716","2,460","58,168","6,500","42,338",513,732
AR0030,CONWAY COUNTY LIBRARY,Town,"20,846","2,359","35,000","7,450","1,009",3,3
AR0031,LAWRENCE COUNTY LIBRARY,Town,"16,406","5,043","25,505",365,"8,857",63,6
AR0037,FORREST CITY PUBLIC LIBRARY,Town,"13,820","1,512","12,780",639,"2,240",0,0
AR0038,BENTONVILLE PUBLIC LIBRARY,City,"54,909","2,640","257,076",365,"42,915",25,117
AR0039,BAXTER COUNTY LIBRARY,Rural,"41,932","2,715","120,499","11,544","33,093",33,46
AR0040,MISSISSIPPI/CRITTENDEN REGIONAL LIBRARY,Town,"64,204","13,923","41,796","2,834","22,983",0,0
AR0041,LONOKE COUNTY LIBRARY SYSTEM,Town,"73,309","10,504","143,329","125,940","41,423",6,368
AR0042,ARKANSAS COUNTY LIBRARY,Town,"17,486","4,589","20,671",282,"11,415",0,0
AR0043,TRUMANN PUBLIC LIBRARY,Town,"6,969","1,560","5,702","1,205",999,0,0
AR0044,BELLA VISTA PUBLIC LIBRARY,Suburban,"28,872",,"48,606","5,538","8,281","1,152",2
AR0044,BELLA VISTA PUBLIC LIBRARY,Suburban,"28,872",-1,,,,,
AR0047,ROGERS PUBLIC LIBRARY,City,"68,669","3,428","121,935","24,244","30,978","1,095","1,690"
AR0048,CRAWFORD COUNTY LIBRARY SYSTEM,Suburban,"63,257","12,114","195,619","6,966","17,011",500,545
AR0049,CARROLL AND MADISON LIBRARY SYSTEM,Town,"43,718","13,686","256,581","26,970","26,649",129,892
AR0050,BOONE COUNTY LIBRARY,Town,"37,432","2,548","78,102","51,486","21,701",36,0
AR0051,NEWTON COUNTY,Rural,"7,753","2,092","17,954","4,184","2,266",103,102
AR0060,CLARK COUNTY LIBRARY,Town,"22,320","3,374","26,502",758,"11,253",23,45
AR0061,LAFAYETTE COUNTY LIBRARY,Rural,"6,624",,514,152,"2,350",216,0
AR0061,LAFAYETTE COUNTY LIBRARY,Rural,"6,624",-1,,,,,
AR0062,OUACHITA MOUNTAINS REGIONAL LIBRARY,Rural,"29,052","3,935","23,348","1,404","5,736",1,62
AR0063,PUBLIC LIBRARY OF CAMDEN & OUACHITA COUNTY,Town,"24,098",,"17,235","7,326","1,675",1,0
AR0063,PUBLIC LIBRARY OF CAMDEN & OUACHITA COUNTY,Town,"24,098",-1,,,,,
AR0064,CALHOUN COUNTY LIBRARY,Rural,"5,189","1,577","3,059","2,025","1,014",0,0
AR0066,FAYETTEVILLE PUBLIC LIBRARY,City,"87,590","3,076","432,404","54,843","91,756","1,438",111
AR0068,PEA RIDGE COMMUNITY LIBRARY,Suburban,"2,346",,"10,327","2,305",819,128,45
AR0068,PEA RIDGE COMMUNITY LIBRARY,Suburban,"2,346",-1,,,,,
AR0069,GRAVETTE PUBLIC LIBRARY,Rural,"3,516","2,056","11,402","2,641","2,203",0,2
AR0070,JIM G. FERGUSON SEARCY COUNTY LIBRARY,Rural,"1,136",,"6,560","1,271","4,997",62,0
AR0070,JIM G. FERGUSON SEARCY COUNTY LIBRARY,Rural,"1,136",-1,,,,,
AR0071,"FAIRFIELD BAY LIBRARY, INCORPORATED",Rural,"2,189",,"6,153","4,967",913,119,0
AR0071,"FAIRFIELD BAY LIBRARY, INCORPORATED",Rural,"2,189",-1,,,,,
AR0076,HEMPSTEAD COUNTY LIBRARY,Town,"21,532","2,221","21,250","4,915","10,714",8,2
AR0077,GENTRY PUBLIC LIBRARY,Town,"4,023","2,250","9,669","2,415","4,153",0,0
AR0078,IVA JANE PEEK LIBRARY HQ,Rural,"1,790",950,632,1,"1,519",0,0
AR0079,SILOAM SPRINGS PUBLIC LIBRARY,Town,"17,101","2,628","115,499","1,248","14,717",0,1
AR0080,SULPHUR SPRINGS PUBLIC LIBRARY HQ,Rural,529,,"1,095",312,482,29,29
AR0080,SULPHUR SPRINGS PUBLIC LIBRARY HQ,Rural,529,-1,,,,,
AR0081,TRI-COUNTY REGIONAL LIBRARY SYSTEM,Town,"42,468","14,123","25,896","8,931","22,201",6,13
AR0082,INDEPENDENCE COUNTY LIBRARY,Town,"37,825",148,"99,122","25,632","22,062",0,69
AR0083,PRAIRIE COUNTY LIBRARY,Rural,"8,062","3,575","17,784",118,"1,857","1,090","1,044"
AS0001,FELETI BARSTOW PUBLIC LIBRARY,Town,"51,269","2,240","9,923","3,051","15,858",0,0
AZ0001,APACHE COUNTY LIBRARY DISTRICT OFFICE,Town,"66,848","10,040","54,912","12,408","15,974",384,778
AZ0009,COCHISE COUNTY LIBRARY DISTRICT,Town,"126,648","7,341","12,118","5,821","3,108",243,"1,025"
AZ0025,CLIFTON PUBLIC LIBRARY,Town,"3,909","1,968","3,671",232,"2,254",4,39
AZ0026,SAFFORD CITY-GRAHAM COUNTY LIBRARY,Town,"39,010","1,966","41,871","2,025","13,703",110,159
AZ0027,PARKER PUBLIC LIBRARY,Town,"3,434","1,919","43,287","2,528","5,645",36,108
AZ0028,MARICOPA COUNTY LIBRARY DISTRICT OFFICE,Suburban,"4,586,431","46,176","1,678,660",0,"127,248","55,593","65,634"
AZ0029,AVONDALE PUBLIC LIBRARY,Suburban,"92,324","3,976","90,368","62,946","28,279",104,55
AZ0030,BUCKEYE PUBLIC LIBRARY,Suburban,"106,316","5,103","105,714","2,925","31,936",17,571
AZ0031,CHANDLER PUBLIC LIBRARY,City,"282,891","11,890","524,476","62,653","148,172",13,31
AZ0033,GLENDALE PUBLIC LIBRARY,Suburban,"254,005","8,928","395,507","111,937","134,824","1,964","1,559"
AZ0034,MESA PUBLIC LIBRARY,City,"516,429","8,826","473,261","71,914","77,688",404,827
AZ0035,PHOENIX PUBLIC LIBRARY,City,"1,657,035","43,499","1,650,371","94,419","1,148,837","2,229","1,669"
AZ0036,SCOTTSDALE PUBLIC LIBRARY,City,"244,959","7,806","624,880","284,544","85,951",452,"1,196"
AZ0038,TEMPE PUBLIC LIBRARY,City,"187,354","2,912","226,429","29,892","88,366",206,406
AZ0039,TOLLESON PUBLIC LIBRARY,Suburban,"7,315","2,398","7,476","1,811","9,473",0,0
AZ0040,WICKENBURG PUBLIC LIBRARY,Town,"8,034","2,305","12,139","6,015","5,368",114,0
AZ0042,MOHAVE COUNTY LIBRARY DISTRICT,Town,"221,105",,"300,929","54,294","37,561",371,226
AZ0042,MOHAVE COUNTY LIBRARY DISTRICT,Town,"221,105",-1,,,,,
AZ0048,WHITERIVER PUBLIC LIBRARY,Town,"14,854",,"21,133",157,"1,982",896,5
AZ0048,WHITERIVER PUBLIC LIBRARY,Town,"14,854",-1,,,,,
AZ0050,PINAL COUNTY LIBRARY DISTRICT,Town,"453,924","7,506","32,787","2,992","14,627","10,643","18,245"
AZ0064,PIMA COUNTY PUBLIC LIBRARY,City,"1,072,298","49,470","2,038,727",0,"272,600","1,570","1,455"
AZ0065,NOGALES/SANTA CRUZ COUNTY PUBLIC LIBRARY,Town,"49,039","6,302","38,411","3,579","29,465",272,816
AZ0066,PATAGONIA PUBLIC LIBRARY,Rural,804,"2,184","2,200",650,"2,128",0,171
AZ0067,YAVAPAI COUNTY FREE LIBRARY DISTRICT,Rural,"245,389","27,352","123,299","10,745","7,284","29,833","32,411"
AZ0082,YUMA COUNTY LIBRARY DISTRICT,City,"209,920","16,380","366,847","93,032","51,370",306,326
AZ0084,DUNCAN PUBLIC LIBRARY,Rural,696,"1,476","5,776",354,361,23,0
AZ0086,DESERT FOOTHILLS LIBRARY,Rural,"5,173","2,408","73,500","16,588","3,746",0,56
AZ0088,PEORIA PUBLIC LIBRARY SYSTEM,Suburban,"199,424","5,192","253,439","27,172","180,108",581,"1,069"
AZ0092,YOUNGTOWN PUBLIC LIBRARY,Suburban,"7,060","1,224","4,939","1,234","5,597",34,0
AZ0100,NAVAJO NATION LIBRARY,Town,"96,276",,"36,000","2,500","4,038","3,967",0
AZ0100,NAVAJO NATION LIBRARY,Town,"96,276",-1,,,,,
AZ0102,GILA COUNTY LIBRARY DISTRICT,Town,"53,838","2,250",120,981,267,145,8
AZ0103,COLORADO RIVER INDIAN TRIBES LIBRARY/ARCHIVES,Rural,"7,276",,"17,020","4,674","5,019",103,93
AZ0103,COLORADO RIVER INDIAN TRIBES LIBRARY/ARCHIVES,Rural,"7,276",-1,,,,,
AZ0104,QUARTZSITE PUBLIC LIBRARY,Town,"2,417","2,040","19,276","3,600","8,294",23,0
AZ0106,PIMA PUBLIC LIBRARY,Town,"3,009","1,878","11,026","1,566","2,045",0,0
AZ0107,NAVAJO COUNTY LIBRARY DISTRICT,Town,"108,580","6,516","6,734",562,"1,182","2,598",495
AZ0110,BENSON PUBLIC LIBRARY,Town,"5,388","1,948","28,558","5,480","5,647",0,104
AZ0111,COPPER QUEEN LIBRARY,Town,"5,045","1,820","34,224",600,"3,545","7,937","6,007"
AZ0112,DOUGLAS PUBLIC LIBRARY,Town,"15,713","2,065","30,157",0,"15,317","3,797","2,122"
AZ0113,HUACHUCA CITY PUBLIC LIBRARY,Rural,"1,626","2,184","12,539","8,050","1,221",57,57
AZ0114,SIERRA VISTA PUBLIC LIBRARY,City,"45,773","2,650","128,980",0,"27,827","10,029","17,371"
AZ0115,TOMBSTONE CITY LIBRARY,Rural,"1,376","1,941","5,464","1,451",698,"1,697",597
AZ0116,ELSIE S. HOGAN COMMUNITY LIBRARY,Town,"3,248","2,008","16,487","5,314","3,684","3,952","1,861"
AZ0117,APACHE JUNCTION PUBLIC LIBRARY,Rural,"39,251","6,038","174,106","75,504","40,031","16,577","19,369"
AZ0118,CASA GRANDE PUBLIC LIBRARY,City,"58,648","6,196","170,422","1,549","35,529","12,930","21,945"
AZ0119,VENITO GARCIA LIBRARY AND ARCHIVES,Rural,"2,323",,"8,389",250,"2,291",110,58
AZ0119,VENITO GARCIA LIBRARY AND ARCHIVES,Rural,"2,323",-1,,,,,
AZ0122,COCOPAH TRIBAL LIBRARY,Rural,"1,252",,"5,978","1,320","1,498",41,33
AZ0122,COCOPAH TRIBAL LIBRARY,Rural,"1,252",-1,,,,,
AZ0123,SALT RIVER TRIBAL LIBRARY,Suburban,"6,943",541,931,20,"2,122",33,0
AZ0124,GLOBE PUBLIC LIBRARY,Town,"7,198","2,340","33,080",755,"5,536",173,228
AZ0125,HAYDEN PUBLIC LIBRARY,Rural,512,"1,664","5,893",154,474,26,15
AZ0126,MIAMI MEMORIAL LIBRARY,Town,"1,539","1,920","4,861",209,"1,104",181,39
AZ0127,PAYSON PUBLIC LIBRARY,Town,"16,632","2,490","55,465","8,591","14,770",427,980
AZ0128,ISABELLE HUNT MEMORIAL PUBLIC LIBRARY,Rural,"1,953","1,609","12,707","3,323","1,953",187,275
AZ0129,SAN CARLOS PUBLIC LIBRARY,Town,"10,815",950,"3,000",0,862,6,3
AZ0130,TONTO BASIN PUBLIC LIBRARY,Rural,"1,444","2,000","17,595",367,"1,893",0,0
AZ0131,YOUNG PUBLIC LIBRARY,Rural,588,"1,248","7,541",780,420,135,10
AZ0133,COOLIDGE PUBLIC LIBRARY,Town,"15,984","2,250","36,668","2,010","8,773","11,179","4,204"
AZ0134,ELOY SANTA CRUZ LIBRARY,Town,"16,748","1,960","25,220","1,300","3,884","3,352",711
AZ0135,FLORENCE COMMUNITY LIBRARY,Rural,"25,207","1,782","32,387",0,"9,754","6,983","4,669"
AZ0136,KEARNY PUBLIC LIBRARY,Rural,"1,743",,"5,152",0,"1,186",57,405
AZ0136,KEARNY PUBLIC LIBRARY,Rural,"1,743",-1,,,,,
AZ0137,MAMMOTH PUBLIC LIBRARY,Rural,"1,079",50,0,156,906,35,628
AZ0138,MARICOPA LIBRARY & CULTURAL CENTER,Rural,"64,742","2,853","232,902","19,737","26,504","10,095","18,928"
AZ0141,SUPERIOR PUBLIC LIBRARY,Town,"2,426","1,992","15,000","2,000","1,152","4,292",218
AZ0145,CAMP VERDE COMMUNITY LIBRARY,Town,"12,430","3,108","78,247",358,"4,846","7,833","10,693"
AZ0146,CHINO VALLEY PUBLIC LIBRARY,Town,"13,662","2,487","40,208","1,532","4,331","12,721","12,044"
AZ0150,COTTONWOOD PUBLIC LIBRARY,Town,"12,296","2,600","255,000","18,900","9,899","27,896","25,661"
AZ0152,JEROME PUBLIC LIBRARY,Rural,467,"2,340",0,43,179,"2,029",641
AZ0154,PRESCOTT VALLEY PUBLIC LIBRARY,City,"49,069","2,630","162,677","13,071","14,993","31,792","52,382"
AZ0155,SEDONA PUBLIC LIBRARY,Rural,"9,834","3,848","106,697","12,535","9,025","31,728","29,792"
AZ0158,PRESCOTT PUBLIC LIBRARY,City,"47,450","3,079","286,783","35,456","24,520","58,681","65,460"
AZ0160,HOLBROOK PUBLIC LIBRARY,Town,"4,886","1,608","23,968","3,394","3,476","3,323",707
AZ0161,PINETOP-LAKESIDE PUBLIC LIBRARY,Town,"4,073","1,760","23,000",0,"3,481","1,060","1,919"
AZ0162,SHOW LOW PUBLIC LIBRARY,Town,"12,132","1,993","337,246","168,623","10,028","1,089","3,501"
AZ0163,SNOWFLAKE-TAYLOR PUBLIC LIBRARY,Town,"10,687","1,806","35,358","5,600","3,156",362,80
AZ0164,WINSLOW PUBLIC LIBRARY,Town,"8,774","1,108","29,025","1,037","2,016","1,566",215
AZ0165,FREDONIA PUBLIC LIBRARY,Rural,"1,374","1,700","11,878","1,662","2,127",9,12
AZ0167,PAGE PUBLIC LIBRARY,Town,"7,642","1,963","71,845","64,443","19,002",99,222
AZ0168,WILLIAMS PUBLIC LIBRARY,Town,"3,538","2,132","11,024","1,987","4,465",159,0
AZ0169,FLAGSTAFF CITY-COCONINO COUNTY PUBLIC LIBRARY,City,"149,647","6,846","436,111","45,613","25,498","1,396",899
AZ0173,THE EDWARD MCELWAIN MEMORIAL LIBRARY,Rural,"1,576",,"7,525","1,662","1,885",51,41
AZ0173,THE EDWARD MCELWAIN MEMORIAL LIBRARY,Rural,"1,576",-1,,,,,
AZ0174,KAIBAB PAIUTE TRIBAL LIBRARY,Rural,300,"1,560","2,800",10,200,0,0
AZ0175,FT. MCDOWELL YAVAPAI NATION TRIBAL LIBRARY,Rural,"1,057",36,0,75,"1,015",34,0
AZ0176,IRA H. HAYES MEMORIAL LIBRARY,Rural,"12,083",,"34,450","7,956","7,016","1,324","1,341"
AZ0176,IRA H. HAYES MEMORIAL LIBRARY,Rural,"12,083",-1,,,,,
AZ0177,LA PAZ COUNTY SERVICES,Rural,"16,860","3,744","52,619","3,678","3,965",16,178
AZ0178,AVA ICH ASIIT TRIBAL LIBRARY,Town,"1,178",,"5,624","1,242","1,409",38,31
AZ0178,AVA ICH ASIIT TRIBAL LIBRARY,Town,"1,178",-1,,,,,
AZ0179,DR. FERNANDO ESCALANTE TRIBAL LIBRARY,Suburban,"21,237",,"2,978",0,"4,810","1,281",0
AZ0179,DR. FERNANDO ESCALANTE TRIBAL LIBRARY,Suburban,"21,237",-1,,,,,
AZ0180,YAVAPAI-PRESCOTT TRIBAL LIBRARY,City,309,,"1,475",326,370,10,8
AZ0180,YAVAPAI-PRESCOTT TRIBAL LIBRARY,City,309,-1,,,,,
AZ0181,HOPI PUBLIC LIBRARY,Rural,"14,537",,0,0,"3,933",877,0
AZ0181,HOPI PUBLIC LIBRARY,Rural,"14,537",-1,,,,,
AZ0182,AK-CHIN INDIAN COMMUNITY LIBRARY,Rural,"1,241",,351,264,"1,629",40,0
AZ0182,AK-CHIN INDIAN COMMUNITY LIBRARY,Rural,"1,241",-1,,,,,
AZ0183,SAN LUCY LIBRARY,Rural,482,,"2,301",508,577,16,13
AZ0183,SAN LUCY LIBRARY,Rural,482,-1,,,,,
AZ0184,SAN XAVIER LEARNING CENTER LIBRARY,Suburban,"2,278","1,800","10,000",218,400,108,57
CA0001,ALAMEDA COUNTY LIBRARY,Suburban,"588,941","17,762","850,331","139,069","260,828","14,345","43,690"
CA0002,ALAMEDA FREE LIBRARY,Suburban,"77,784","6,136","157,206","34,871","86,334","3,197","4,270"
CA0003,ALHAMBRA CIVIC CENTER LIBRARY,Suburban,"81,834","3,150","138,995","63,383","85,840",0,0
CA0004,ALPINE COUNTY LIBRARY/ARCHIVES,Rural,"1,200","2,568","10,057",107,"2,936",0,0
CA0005,ALTADENA LIBRARY DISTRICT,Suburban,"42,778","4,456","72,572","7,444","15,730",390,230
CA0006,AMADOR COUNTY LIBRARY,Town,"40,297","3,480","15,087","1,628","27,979","1,081","5,459"
CA0007,ANAHEIM PUBLIC LIBRARY,City,"341,245","11,303","359,267","154,148","276,446",0,0
CA0008,ARCADIA PUBLIC LIBRARY,City,"55,934","2,704","231,830","28,590","26,682",348,26
CA0009,PLACER COUNTY LIBRARY,Town,"200,000","2,727","193,685","8,247","110,350",0,0
CA0010,AZUSA CITY LIBRARY,Suburban,"49,704","1,793","53,012","4,800","54,342",0,0
CA0011,BERKELEY PUBLIC LIBRARY,City,"124,563","12,376","566,740","35,000","139,332","9,164","25,639"
CA0012,BEVERLY HILLS PUBLIC LIBRARY,Suburban,"32,265","3,112","234,158","58,840","54,159",964,90
CA0013,BRAWLEY PUBLIC LIBRARY,Town,"26,952","1,196","7,103",880,"2,617",5,5
CA0014,BUENA PARK LIBRARY DISTRICT,Suburban,"83,430","2,696","128,520","30,966","26,287",0,9
CA0015,BURBANK PUBLIC LIBRARY,City,"105,451","7,288","378,266","52,409","84,653",74,30
CA0016,BURLINGAME PUBLIC LIBRARY,Suburban,"37,877","3,048","175,581","2,570","28,198","84,429","42,259"
CA0017,BUTTE COUNTY LIBRARY,Town,"201,608","8,428","102,648","3,107","103,009",101,122
CA0018,CALAVERAS COUNTY LIBRARY,Rural,"45,049","9,296","37,094","5,274","28,316","3,123","1,990"
CA0019,CAMARENA MEMORIAL PUBLIC LIBRARY,Suburban,"38,711","1,075","20,023",272,"9,903",0,0
CA0020,CARLSBAD CITY LIBRARY,City,"115,585","7,497","363,803","114,508","98,564",384,52
CA0021,HARRISON MEMORIAL LIBRARY,Suburban,"3,041","4,816","26,466","9,602","10,396",0,0
CA0022,CERRITOS PUBLIC LIBRARY,Suburban,"48,634","2,608","324,174","37,346","12,311",243,81
CA0023,CHULA VISTA PUBLIC LIBRARY,City,"276,785","8,840","147,422","22,628","163,215",0,0
CA0024,COALINGA-HURON LIBRARY DISTRICT,Town,"23,447","3,182","20,707","1,304","2,788","10,575","15,892"
CA0025,COLTON PUBLIC LIBRARY,Suburban,"53,617","3,576","21,189",402,"56,886",0,0
CA0026,COLUSA COUNTY FREE LIBRARY,Town,"21,807","5,384","20,788","1,069","5,263",114,68
